Indx,Doctor,Review,Classification
2535,1878675,"I came to see doctor Michelle Trachtenberg to change my front teeth, because they were yellow and uneven. I had porcelain veneers done and now I am very happy with my new teeth. When I look at my old pictures I can not believe I put up with not smiling on most of them. Now I want to smile to show off my beautiful teeth. Doctor is kind, compassionate and knows how to help you.",POS
2536,1878675,"I first saw Dr. Michelle Trachtenberg in August in reference to a crown and an abutment(abt). After seeing what kind of implant I had she said she’d charge me 70% of her regular fee since she’s a DMO dentist that accepted my plan. She proceeded to take x-rays and we set up the next appointment to take the impression of the implant area. After, she told me she’ll call me when she gets the abt from her dental tech. After 3 wks of not hearing back, I called them. They took a message and said the doc will get back to me. 7 hrs later and minutes before the office closed, I called again demanding to speak with the doc. She told me I’d have to pay the full amount because she doesn't have all necessary tools to attach the abt. She decided not to call me, but rather waited for me to call her! She knew from our very first conversation what kind of implant I had and what'd it take to attach the abt yet, she quoted me a reduced price and didn't even have the decency to tell me after 2 appointments",NEG
2537,2068610,several physicians recommended him. I had shoulder surgery done uptown and they did a poor job. He redid the operation and now my shoulder feels great. I would recommend him in a heart beat.,POS
2538,2068610,Completed surgery on my shoulder and now back for my knee! Shoulder is now fine so I'm hoping he can do the same for my knee. Overall gives a lot of confidence and very knowledgable,POS
2539,2068610,I have been seen by several other doctors who gave me a song and dance. He knew what the problem was immediately. He was very helpful and sweet.,POS
2540,2068610,"Is good to have family, isn't it? The last few reviews consisting of 5 stars most likely did not come from patients, but more like his kids or mom & dad. I went to see him for knee pain despite these reviews and what a friend had told me about him. It was a waste of time and energy and money! The guy is a j***. But, hey, if you're a Brit maybe he'll be more accommodating.",NEG
2541,2068610,"Dr. Gidumal is a gem.  He listens, answers questions and does not jump to the extreme, i.e. surgery.  The staff is not accommodating; attitude issues; hung up!",NEU
2542,2068610,"I have been to several doctors and there seems to be nothing they can do. Dr.Gidumal, listened to me, reviewed all my test results and explained my situation to me. It was something no other doctor has taken the time to do. Recommened him highly",POS
2543,2068610,"Just called to make an appointment and they said they book 3 people at a time for 15 minute slots. The doctor can only see you for maximum 10 minutes. If they need to send you for X-Ray you need to either come another time for or wait 45 minutes to be seen again after you get your x-ray. This is no place to go if you want to be treated like a human being. I explained I have full time job and need to make sure I am not waiting too long. The receptionist was highly rude and said she will not do an appointment and hung up. Really, I don't know how good the doctor is, but the service is terrible, especially for someone in pain and in need of care. Thank you, Molly",NEG
2544,2068610,"Dr. Gidumal was very informative and responsive to all my questions.  He was patient and did not appear rushed. Additionally, he did not rush to recommend surgery for my shoulder.",POS
2545,2068610,"Dr. Gidumal gave a second opinion on my need for shoulder surgery.  The results were never sent to the surgeon in St. Petersburg.  The ""knowledgable"" rating should be unknown since his recs did not reach my doctor.",NEG
2546,2068610,Dr. Gidumal has operated on both of my shoulders over the past three years.  He was personally recommended by professionals at NYUMC.  Dr. Gidumal did not rush to surgery and attempted alternative treatments to delay surgery.  Both surgeries were very successful.  Dr. Gidumal is an outstanding doctor and surgeon.  He is punctual and kind; he personally spoke to me on the phone even when I did not want to bother him with questions.  He called my home on Saturdays after both of my surgeries to see how I saw feeling.  I highly recommend Dr. Gidumal.,POS
2547,1953439,"Dr Cummings was very helpful and friendly during my pregnancy. The practice has always returned my calls promptly. She has excellent bedside manners and knows how to put her patients at ease and positive spirit, which can be huge when you are expecting first baby. It is true though that office is not punctual and super busy at times (feels like in ob/gyn assembly line). Although Dr Cummings was my ob, Dr Rodriguez delivered my baby. And she had terrible bedside manners and was very unpleasant...",NEU
2548,1953439,"Dr. Cummings and Dr. Corbett are great. I had really good delivery experience with Dr. Corbett since she was the doctor on call that night.  Dr. Cummings is extremely personable, friend and helpful. She cares and will call you back. Nice laid- back, thoughtful approach to pregnancy and post-delivery.  I think the practice is just incredible busy. The staff seems overwhelmed and the waits are very long as stated. But it's worth it!",POS
2549,1953439,"I have been a patient of Dr. Cummings for over a year.  I felt my care was very good and she was very helpful with my questions and concerns.  Sometimes I felt a little rushed, but overall I was very satisfied with the care I was receiving.  However, her receptionist has been repeatedly rude and disrespectful toward me.  I can usually deal with a curt attitude, but this goes beyond that.  I don't want to feel like I'm wasting someone's time when I am seeing my doctor, so I have decided to find another gynecologist with a more professional staff.",NEU
2550,1953439,"She was my OB during my pregnancy, although a different doctor from the practice was on call when my baby was born.  She was nice and professional and very open to our questions and concerns.  Only complaint is that sometimes we were made to wait in the waiting room for as long as an hour and a half.",NEU
2551,1953439,"I had an appointment with Dr. Cummings that I made several weeks ago.  I took off work, lost money, took a $12 cab ride to get there on time, only to find that my appointment was cancelled!  No one had contacted me, although the office attendant stated they had.  No attempt was made to reschedule or make any arrangements.  I will not go there again.",NEG
2552,1953439,DrCummings is pleasant enough but can be over booked nd indifferent to patients. Her staff is unfriendly and ghetto like with their exposed tatoos and loud unprofessional conversations. Most often Dr.cummings is not good at relaying important information to new moms such course she may interested etc. If you are first time mom and you choose her be aggressive with your questions and don't be blown off.,NEU
2553,1953439,"Dr. Cummings is very personable and helpful. As a new patient, she spoke with me on the phone the first time I called to make an appointment. She's an advocate for your health-- she'll talk you through the pros and cons of whatever decision you're trying to make, without judgement or pushing you in one direction or another. I trust her a great deal, unlike my previous gyno.",POS
2554,1953439,"Dr. Cummings is terrific. Her staff is infuriating. It is often impossible to get through to a person,and when you do they are often short and snippy. I understand that the office is busy, though when you are a woman going through a health issue it is very disconcerting.",NEU
2555,1953439,"I saw Dr. Cummings once when my regular doctor was not available (they share an office).  She was really exceptional, took the time to answer my MANY questions, and made me feel like she really cared even though I was not her regular patient.  If I didn't already love my regular doctor, I would be happy to switch to Dr. Cummings!  I agree with the other poster that sometimes it's difficult to get someone on the phone at her office, but once you do they are generally helpful and pleasant.  I also waited a LONG time to see her, although they may have squeezed me in between her regular appointments.  Maybe it's just a super busy office?",POS
2556,1953439,"Dr Cummings was the surgeon on staff when I needed an emergency c section at St Lukes-Roosevelt in May 09. She was phenomenal and reassuring and I'm grateful that I had the benefit of her expertise at 4AM! The surgery went well, the incision scar small and I'm healing well. Very very grateful that she was there.",POS
2557,1630192,"I  recently saw Dr. Gary for a nerve-racking mole on my face. He looked at it and said it was harmless. He said it should be looked at every year for a mole checkup. I have used the doctor for several cosmetic mole removals on my face over a few years. His work has been amazing, you can not even tell I have had any work done! The Doctor also has helped me with several different skin care needs. He spent a great deal of time listening to the things that bother me and educating me about options that would help me reach a goal of looking more refreshed. The wide range of services and procedures that he offered me made me feel that I was truly getting the best plan for me .Under his care and recommended skin care regimen, the health of my skin has greatly improved.  The Doctor is a very caring and is wonderful to work with. A few times when I have had urgent issues, he has always been very accommodating to my schedule. I would definitely return and recommend the Doctor to others.",POS
2558,1630192,"The Doctor was professional, knowledgeable and kind. He spent a lot of time thoroughly explaining procedures and helped me make a decision that restored my self esteem and made me feel more confident about myself. He really paid attention to my concerns and everything went great from the moment I stepped in and the secretary was very nice and accommodating. Now it is 1 year later and I  can see most of my hair back. Dr. Rothfeld is one of the best hair loss experts in the country. The office is nice and simple and privacy of his patients is taken very seriously. Dr. Gary does not provide you with unrealistic expectations. He makes a significant effort to illustrate what is realistically possible with your hair loss condition. As a whole if you are having hair loss problems I strongly encourage you to meet with the Doctor. Overall the experience was world class, and Dr. Gary is definitely well trained. I recommend the Doctor to anyone suffering from hair loss like I was.",POS
2559,1630192,I was referred to Dr Gary by a friend of mine who had a procedure with him a few years ago. As a physician he is very open and caring to his patients. He asked more than once if I had any other questions or concerns. He was so thorough in my consultation that I left with very few questions and felt comfortable with his plan. Dr. Gary gave me realistic expectations and absolutely exceeded what I was hoping for. I had my procedure about 10 months ago and I can not even begin to express my level of satisfaction with the doctors' work and my results. Since I was a teenager I always wanted my nose to be more elegant and the Doctor made my dreams come true. I feel very happy with the results of my non-surgical nose job and I am certain that I could not have chosen a better doctor. My new nose looks so natural and goes perfectly well with all the other features of my face that it looks like I was born with it.  Could not be more satisfied and would definitely recommend the Doctor.,POS
2560,1630192,It would be a disservice to other people who come after my daughter seeking a professional dermatologist to be polite as is the instruction stated above.  The truth of the matter is that Dr. Rothfeld is a greedy doctor who takes advantage of desperate young people with acne problems.  He charges a ridiculous amount of money and does not give the patient any itemization of work performed. In my daughter's case he was supposed to perform bi-weekly chemical peels but instead he rushed the process and once he had the payment he went back on his verbal agreement and performed the chemical peels to once per week using too much chemical and causing a severe REACTION.He is an amateur but his con man mentality is very convincing.This is truly a buyer beware as he is nothing more than a greedy doctor who I suspect does more damage so that the patient wil continue to come back which is an unethical way to keep your patients.  Shame on him and God help those who have been warned and still uses him,NEG
2561,1630192,I am so impressed with how much the Doctor cares about his patient and how important safety and good results are to him.  Dr. Gary spent as much time as I needed--not like the 2 minute cattle call at my other derms office. All of my questions were answered and I had such a good experience I decided to receive treatment from the doctor. I came to his office to find a solution for my acne scars. It's not too often that you come across an individual like this in the medical profession. I have no more severe acne and the acne scars have disappeared. I get compliments from people all the time that my skin is very smooth and clear. The Doctor  provided me both traditional dermatology and cosmetic dermatology.  I had been to many cosmetic dermatologists on 5th  Avenue and Park Avenue regarding my acne scars which sadly left me worse than when I started. Hearing compliments from my friends and colleagues that you look so much better and younger than your age is like music to one’s ears.,POS
2562,1630192,"I have been a patient of Dr. Gary for  many years now and he is an amazing Doctor. He has made me look the best I have in DECADES!!!  He has a great aesthetic sense, very professional, accommodating, great wealth of knowledge to share and really knows the right amount of cosmetic procedures to do for each patient.  At a time in my life when I had no self esteem because of horrible adult acne he did a thorough review of my acne history, and after the treatment program was completed he ended up putting me on the most natural regimen with no harmful medications. I now simply manage my skin with topical prescriptions, over the counter products, and cleansers and  I have never felt better about myself. Dr. Gary understands and cares about your feelings and wants to help. He does not give up on finding a solution to your condition and I am forever indebted to him. He has really changed my life. Thank you!",POS
2563,1630192,"Although I am too young to be suffering from hair loss issues (losing my hair at the age of 28), the doctor was able to prescribe me a treatment  plan that has completely changed my life and hair! I felt like I could open up to him. After just one visit he was able to get me on a great treatment plan that I was comfortable with and actually worked. I have seen Dr. Gary multiple times for hair loss issues and skin treatment. Bright, attentive, detailed exam, pleasant demeanor, minimal wait, friendly secretary. The Doctor has treated me and my family for many years with the utmost professionalism of any Doctor in the city. Dr. Gary is the most experienced Dermatologist I know.",POS
2564,1630192,"The Doctor gave me different options to correct my concerns ,frankly giving me the pros and cons then later when I said yes, his technique  was great. the doctor gave me some great information about skin care and the treatment I received was the best !  I am happy to write this review to recommend the doctor.  Dr. Gary is a great Dermatologist.",POS
2565,1630192,I have recently  had a non-surgical nose job and so far the results  have been great. I had  fillers to straighten my nose with Dr. Gary.   The results are  amazing. The whole experience was exceptionally good. The Doctor took  the time to explain the treatment in full and answered all my questions  honestly. I was made to feel totally at ease and relaxed.  He was lovely and friendly and put me at ease and I  had the treatment right there. I will be returning again in the future   for other  cosmetic procedures.,POS
2566,1630192,"The Doctor is very kind and knows his stuff.  He is very easy to talk  to and will always discuss each treatment in great detail and what to  expect. I had very bad pigmentation and scarring since a young age. I  have been seen and treated by the best dermatologists in the field and   nothing seemed to  have worked.  He was highly recommended from a  colleague who had  been treated by the doctor.  I was rather skeptical   at first because of all the doctors I  have seen and failure from previous treatments. Because of the referral  I went ahead for my consultation and this provided me with great  confidence and put me at ease and for once made me believe something  can be done.  I have been a patient for  6 months now and I have  noticed a significant improvement in my pigmentation and scarring.  My  skin is getting smoother and clearer, while I am still undergoing  treatment and I accept that this could be a  long process but my skin  has never looked this good in my entire life.",POS
2567,1968878,"He i a great Dr. Had total hip replacement on both hips, and then a revision.  He did what other Doctors couldn't, because of my Hip dysplasia from birth and now I am 45.  Very satisfy with my surgery.  I would recomend him 100%!",POS
2568,1968878,"Not helpful.  Makes up reasons for pain 6 week post operatively and accuses you of exaggerating pain.  Did not fully explain risks of a TKR including that my pain could be worse post operative and that I would have less range of motion than I did preoperative.  Told me I could go back to work after 2 weeks; it has been over six months and I am worse than I was preoperatively in terms of mobility and pain.  Second opinion told me that I needed different type of knee replacement.  I would not recommend him as I do not think he fully explains risks to you and when you complain, he thinks you are just a complainer despite history.  He is not a genuine caring person.  I would not recommend him.",NEG
2569,1968878,"This surgeon is professional, personable, compassionate, efficient, and responsive. The entire hip replacement experience was better than I could have expected and the outcome was excellent.  For these reasons I have scheduled a total knee replacement by him with complete confidence.",POS
2570,1968878,"An amazing surgeon with excellent bedside manners. He cares about his patients, is prompt, personal and superb in what he does. He is one of the top orthopedic surgeons in the world, for certain! Humane, devoted, caring, experienced, fast...trustworthy.  Brilliant.",POS
2571,1968878,"The best of the best as a professional and as a carrying and compassionate human being.He is one of the rarest doctors who listen, remembers what you told him at the last visit,accessible at any time. He treats you as a whole person, not as a ""hip"", a ""knee"" or a ""bone"" he has to operate on. My hip replacement was a very pleasant experience because of him and the the ultra professional staff. We are lucky to have HSS in NY.",POS
2572,1968878,This doctor is as professional as it gets. Caring and devoted to his patients.,POS
2573,2077634,"I was so impressed with my overall visit with Dr. Drosinos that I felt I had to write this review. Starting with my phone call to make the appointment, her staff was friendly, courteous and professional.  Dr. Drosinos is absolutely wonderful. She really shows how much she cares about her patient. This was my initial visit (which she squeezed me in) and I was seated in her office first so that we could build a rapport. I felt she always went out of her way to make sure I felt comfortable and encouraged me address any and all concerns. For so long I felt that I was just a “number” to doctors -- finally, a doctor with the expertise as well as excellent bedside manners. I highly recommend her!    Grateful New Yorker =)  August 2011",POS
2574,2077634,"Dr. Drosinos and Dr. Marrin have been my OBGYN’s for years- they are my favorite doctors and even among my favorite people!  A visit to the Gyno’s is universally dreaded. The nature of the exam is invasive; I was scared and uncomfortable with this NECESSARY aspect of healthcare.  Doctors M & S  eliminate negative feelings associated with the Gyno. They do this by greeting new patients in their office. By establishing a rapport while I was clothed and not nervous, I was able to express any concerns and the Dr. determined the best method of treatment for me. I was 25 years old when I first visited them; before then an OBGYN had never taken the time to explain the different estrogen levels in birth control pills. I was so very appreciative of the time devoted to my brain first and vagina second. They never forgot my name and always seemed to have my medical history memorized! I'm grateful that my health was managed by genuinely nice women that are the best at what they do.",POS
2575,2077634,"Dr. Sohhia Drosinos is the KINDEST DR i ever went to . FABULOUS attentive listener, very very smart, never waited long. WHenever i paged her in the hospital she got right back to me. SHE IS A  WOMENS dr. I have menopause issues and she knows her stuff. Very analytical and thinks carefully about what she suggests. Nice warm office and the Secys are soooo nice........ VISIT her and you will see...... THE BEST I ever went to.... What can bad with Columbia Pres...",POS
2576,2077634,"I have been going to Dr. Drosinos for over a decade and am very happy with her and would highly recommend her.  When other doctors failed to properly diagnose a problem, she was the only one who knew and it was not gynecological.  She is very knowledgeable, caring, gentle and a good doctor.  Go early to beat the lunch crowds....Delays occur as the day wears on because she squeezes in emergencies because she is so caring.  Also, being an Obstetrician, sometimes she is called out to deliver a baby, so that throws her schedule off.  She is worth waiting for & I wouldn't switch unless I had to!!",POS
2577,2077634,Long wait but always made me feel at ease. No question is too embarassing to ask or off-limits. Dr. Drosinos' warm personality has never made me feel alienated.,POS
2578,2077634,"I have been a patient of Dr D. for over a decade. She is very knowledgeable and no question is off limits. Yes the wait is very long, but, that is because once it is your turn, you are not rushed through the exam.",POS
2579,2077634,"I picked her name out of a list of doctors from my health insurance. She was a great random choice. Her care has been excellent. She has a great bedside manner. She treats you as an equal and doesn't talk down to you. I've had some issues over the past few months and they are finally taken care of me, but she kept me educated on the possible choices. I'd recommend her to anyone.",POS
2580,2077634,"She is the best.I have been a patient of hers for years and even referred numerouse friends.Sure the wait is long but good things come to those who wait.Once you get in her office she is very patient, attentive and return you to back to when doctors took the time to get to know their patients.If you are like me and want to be more than a file in another office you should make an appointment to see for yourself just be prepared to wait.",POS
2581,2077634,"This physician delivered my child and the experience was so traumatic and awful that I have steered MANY friends and colleagues away from seeing her ever since.  I waited over and hour to see five minutes of her each time I went for prenatal care, and eventually attempted to change MDs - unfortunately for me, I did not end up finding another MD and my birth experience was horrific.  My advice - find someone else.  This woman is self-centered and unethical, not to mention an evasive and malicious liar: what OB tells a woman who just gave birth after 30 hrs of labor that she will never wear a bikini again??",NEG
2582,2077634,"I made an appt. in MAY so that I could have the first appt. of the day on July 26th! I had a 9:00am appt. I got there @ 8:10 and waited. The staff knew who I was waiting for. At 9:10, I asked if I could ""check-in now"", when I was informed that Dr. Drosinos had cancelled all her appts for the day and no one bothered to tell me. They just let me sit and wait in the waiting room, even though THEY KNEW who I was waiting for! I don't minding waiting for a good Dr. but my experience 2day was just rude and uncalled for! I am not goig back!",NEG
2583,2061950,"Dr. Sperling was terrific.  Very knowledgeable, great bedside manner, and took his time to explain things and answer questions.  He is clearly a world-class physician.  I will return to him for all my ENT needs in the future.",POS
2584,2061950,I believe he is a good surgeon. He also takes his time to answer questions and helps you understand. But at times you can tell he was not being entirely truthful about events.,NEU
2585,2061950,dr sperling is amazing.  what an ultimate professional.  he has a great manner and treats you with utmost respect.  he has helped my 19 year old son on many ocassions both with an operation and office visits.  i highly recommend him.,POS
2586,2061950,"I truly believe that to be a good doctor one HAS to be a caring, warm-hearted person. Dr. Sperling is that rare combination of talent and kindness. He has the best bedside manner that I have seen. Now that I found him I wouldn't want to go to another ENT.",POS
2587,1975015,"Dr. Shoshany and his staff have been wonderful and caring.  They are very professional and focused on what they do.  Dr. S, Lisa the physical therapist, and David are all very personable and attentive to my individual needs.  I've never had to wait more than a couple of minutes to be seen.  My back has not felt this good since my injury two years ago.  I've been able to start walking again without pain, which is remarkable.  The other practitioners I have seen and medications that were prescribed for me did not alleviate the problem.  Dr. Shoshany's office provided me with real relief.  I would highly recommend their practice.",POS
2588,1975015,"I want to recommend Dr. Shoshany with all my heart as a thoughtful, caring, absolutely first-rate doctor, both warm and wise, and very easy to talk to.  He has worked wonders for my scar tissue in several areas (chest; also, planar fascitis). He does this using the Graston technique, which he does very gently and also thoroughly.  The result: maximum healing with no discomfort--it even felt good. Some of the scarring is old and I was afraid to hope; Dr. Shoshany made it easier to hope things could get better and they really, really have.  He gives first-rate adjustments and I've had quick, satisfying results.  I hope others learn of the Graston method because it truly undoes the scarring that builds up through athletic injury and also surgery--in Dr. Shoshany's capable hands, it's worked wonders for me, for both types of concerns.",POS
2589,1975015,"In only three weeks, Dr. Shoshany has relieved ten years of chronic neck pain! I'm only 20 but an accident when I was ten left me with constant pain, a ringing in my ears, and very limited range of motion (I couldn't even look up!) I can already tell that his care is reversing a lot of damage that's been building over the years. From the time I first came in, this office took x-rays on the spot, located my problem areas, and has GREAT office hours that work around my schedule.  They have the best equipment out of every chiropractic office I've seen, and it's a very open and comfortable atmosphere. I highly recommend this office for anyone!",POS
2590,1975015,Dr. Shoshany provides the most up to date and cutting edge treatment. I have been a patient of his for the past seven years. He always fits me into his schedule and provides amazing care. I walked into the office today with severe lower back pain. After a great adjustment - I walked out pain free. He used a new tape to support my lower back and help with the pain. He is update on the lastest treatment and technology. I refer all my friends to him!!!,POS
2591,1975015,"My experience with Dr. Shoshany has been wonderful. Frankly I feel he is the best, most competent chiropractor I have ever had. I have had back problems for years and  have experimented with other chiropractors for the last decade. I have yet to find a better chiropractor. I  have recommend him to three other friends and their experiences are all positive. It is not easy finding a good chiropractor, I am personally very relieved to have found Dr. Shoshany.",POS
2592,1975015,"The best Chiropractic care in NYC.Great bedside manner and gentle approach.Best of all is that he work with a MD and a PT and a massage therapist. Very convenient NYC location and hours, and accepts my insurance.",POS
2593,1975015,"Dr. Shoshany is good with his hands- you'll get a good adjustment. But, he doesn't really listen to your specific complaints. He doesn't really change his adjustments based on your complaints. This is simply my experience. I had nothing majorly wrong; just basic back pain. His adjustments gave me temporary relief for a few weeks, but he never improved my condition (even with twice weekly visits). I asked him about current chiropractic research, and he fed me some bs. He seemed to be most interested in keeping me coming back as a patient, although he was not pushy. He has a roller-table, which was probably the best part of my visit.",NEU
2594,2089740,"Okay, I read these reviews before I went to my appointment, but I went anyway.  She basically asked me a bunch of yes/no questions, and I wasn't allowed to talk about any of my own history.  Then I was shuttled off to the ""closet,"" where I watched her video, and again, was only allowed to ask yes or no questions.  Before I left her office, she told me that she does not do ""talk therapy,"" and is unaware of any reputable psychopharmacologist who does.  I then told her that I went to one that did for over ten years....She had no answer for that.  She said that she was the only one on the Upper East side that took my insurance.  I then told her that I have three other appointments with others (in that area) who also take it.  She had no answer for that either.  My answer:  please, avoid this doctor.  She is a sham.",NEG
2595,2089740,"I'll just tell you about my final visit to Dr. Laakso.  She has insisted I was bipolar for several years, and I finally let her treat me as such.  I slipped into a major depressive episode (since I actually suffer from clinical depression and GAD) followed by an acute crisis.  I became convinced that it was my destiny to kill myself.  So I'm in her office telling her that I'm suicidal and that I'd like to go back on the meds for clinical depression, and she argues with me.  I'm crying, and finally she scribbles out a prescription for lexepro (a whopping 5 mg, when I needed 20), and storms out of the office.  Now it's up to you to decide if this is the right doctor for you, but any doctor who walks out on a crying, suicidal patient should be stripped of her license and locked up.  I spent the next five days in a psych ward with REAL doctors who correctly diagnosed and treated me, and I've been doing great ever since.",NEG
2596,2089740,"There's nothing for me to say except THANK YOU, THANK YOU, THANK YOU all of you b/c you have validated my experience with her.  I saw her for 3 years and thus gave her a chance.  She was right with her diagnosis of me as BP but the way she would talk to me, her personality...ugh.  Also she would tell me I have to go to bed at 10 and wake up at 6 or else 'she couldn't get me better.'  She also would talk down to me and say that people with BP cannot handle psychoanalytic therapy, 'only neurotic people' can handle it, and gesturing at me, 'not BP people' and that she'd be 'happy to straighten out any therapist who thought otherwise.' She told me i had to put up with depakote side effects of drowsiness b/c 'that's what depression is, being tired.'  so she was saying that i should live my life tired! i attend a very well-known mood disorder support group in NYC and several members have discouraged working with her. STAY AWAY from her.",NEG
2597,2089740,"This person is really ""drinking the kool-aid"". Dr. Laakso now has a reputation as little more than a legal pusher of drugs. Other therapists and pyscho-pharmacologists will not even take patients coming from her. As for ""it being explicitly required to see a therapist"" that is non-sense. She does NOT say that up front or in the course of her five minute consultations. I know someone who was perscribed a medication by her where it was contra-indicated and almost killed her. STAY AWAY-DR. LAAKSO IS THE ONE WITH THE MENTAL ILLNESS!",NEG
2598,2089740,"I have been with Dr Laakso for 5+ years.  I'm on her standard bi-polar cocktail of depakote and lithium.  Previous to seeing her, I was, for over 15 years, diagnosed as depressed, going back through SSRIs and before. It was her revelation that previous doctors had missed the swing, only seen the lows.  As I learned about the disease (on my own), I began to see she is right, in my case.  Un-medicated, my life is a pendulum swinging between rage and sorrow, everyone had seen that as depression (!!).  Her appointments are brief because she is one of the only doctors of her type who take most insurance - YOU ARE SUPPOSED TO BE DOING THE WORK OUTSIDE HER OFFICE.  She's not your shrink.  It is explicitly required you see a therapist or similar.  When she tries alternate drugs on me that I don't like, I just tell her forget it, I'm happy with the cocktail thanks. All the negativity in these posts speaks of the poster as much as the doctor.  Sorry about my spelling.",POS
2599,2089740,"I've been going to Dr. Laakso for ADD for 3 years and she's been very helpful.  It's true that her appointments are brief, but she's very focused.  She probably hears the same thing all the time and doesn't need the whole story.  She has asked me how I was doing with something I mentioned a month or 2 before, seems genuinely happy when I have good news and will take a little longer if I need to address something.  If all is well, the appointment is about 5 minutes long, including new scrips.  I also watched the bipolar video first visit, which made it very clear that I didn't have that particular disorder.  I don't see anything wrong with having an efficient system handle something she doesn't really need to be there for.  She asked me other questions afterwards and I have always felt like I was getting good care.  My ADD is under control and my life is working.",POS
2600,2089740,"Same exp as others - 1st appt, put in tiny closet, forced to watch video of doctor trying to prove everyone's bipolar and a 8-5 am sleep sched cures all ills. Video spent lots of time on the idea that medication is perfectly safe for pregnant women. (Um, who asked?) Later she tried to switch my long-term med to a new patent-extender *without weaning me off Effexor* which is very dangerous. She tried to make me pressure my insurance co into covering Pristiq. She didn't return my calls about how sick I was until I told her receptionist I was on my way to the emergency room, after which she finally phoned in my scrip. Expressed great surprise that I felt side effects from having my meds abruptly stopped without weaning (Effexor has been the subject of lawsuits for the severity of its withdrawal effects.) She obviously gets huge kickbacks from drug companies. Patient's welfare NOT AN ISSUE FOR HER. She is criminally dangerous. But, hey, she accepts insurance and prescribes my meds.",NEG
2601,2089740,"Dr. Laakso is a serious problem. Unlike most Manhattan psychiatrists, she takes insurance and will see people for very brief sessions. This is appealing to many people. At te same time, virtually everyone is diagnosed with bipolar disorder with a resultant scrip for a mood stabilizer like depakote. I don't know her relationship with drug companies, but I do know that her practice of psychiatry is dangerous.",NEU
2602,2089740,"I saw Dr.Laakso two weeks ago for the first time. She diagnosed me as Bipolar. Ever since then, I've been feeling better every day. I felt that she really listened to what I had to say. she was very informative on every details that I asked for.",POS
2603,2089740,"I saw Dr. Laakso five years ago for depression. I had had luck with Prozac in the past and was hoping she would simply give me a prescription for that. Instead she quickly diagnosed me with bipolar disorder and gave me two very strong medications, including Abilify (samples). For six months I was a vegetable--practically drooling. I finally decided I was miserable, she was clueless, and went to another doctor. He weaned me off of the meds she'd given me and gave me a scrip for Prozac. I have been free of depression since then and am leading a happy, successful life. She's dangerous. Everyone should stay away.",NEG
2604,2062999,"Dr. Jackson is one of the best dermatologists I've ever seen. He is very knowledgeable, courteous, and takes his time explaining exactly what the problem is. The wait time is excessive, but he's worth the wait. You won't have to run around to other doctors or get a second opinion, basically, he's worth the wait!",POS
2605,2062999,"Dr Jackson diagnosed me incorrectly and when I asked to be seen again he wanted to charge me again for his mistake. This also happened to my daughter. If he made a mistake he should not ask for more money ,it does not seem that he really cares if this is the case. He just wants to keep rebilling and the wait time is TERRIBLE. He triple books the same time and my wait is always over an hour. He probably has other offices so he is spread thin timewise, u can only b in one place at a time, but I quess he thinks hes too important too care if his patients wait hours on end. His staff is rude and lifeless and look really enthused to be there. I found another Dr who is so nice and down to earth u cant imagine.",NEG
2606,2062999,"I have been to see Dr. Jackson a good number of times over the past 4 years for different skin issues. The most important thing is that all of my conditions were treated properly. He seems very knowledgeable,and I respect what he has to say.  His personality is a little quirky, and he is somewhat rushed, but I like interacting with him.  He does keep patients waiting a very long time in the waiting room. However, the wait is much less for appointments scheduled early in the morning.",POS
2607,2062999,"After waiting for an hour we saw Dr. Jackson. He got very annoyed with us after we asked several questions. ""Most dermatologists would only look at two issues per visit"" he said. THIS WAS RUDE AND UNFAIR. Our time is valuable too. We wasted an hour waiting, and then he would not let us feel that all our issues were addressed. This was really bad bedside manner. He even gave us an admonishing speech and said we would need to make another appointment (so we would have to drive again, wait again, and he can bill again). We'll have to look for another dermatologist.",NEG
2608,2062999,I had the first appointment 8:00am. When I arrived there were two people sitting in the office already. They were put in the room before me. As they were called in a man checked in. He too had an 8:00 appointment. What doctor schedules four people for the same appointment time. Its no wonder he is always late.,NEU
2609,2062999,The wait is absolutly uncalled for. He rambles on and on. If he did less rambling maybe he'd be on time. And when you go in the room this stupid video plays over and over. Its bad enough you have to wait an hour but then to deal with that.,NEG
2610,2062999,"I am a patient of Dr Jackson's and have been for 5 years now. Dr Jackson is very helpful, he most certainly does return EMERGENCY calls. I had a surgery done by him and had a question which he responded to quickly. Medication questions hardly seem urgent. His staff has always been nothing but polite and helpful,they have always tried to accommodate me. I would definitely recommend his services. He is worth the wait.",POS
2611,2062999,"Dr. Jackson was very polite, professional, friendly,  and knowledgeable. Plus, he is a Board Certified Dermatologist(requiring that he take a re-certification exam every 10 yrs)! However, his staff is somewhat less friendly and the wait time is long with a rather small uncomfortable waiting room typically filled with patients.",NEU
2612,2062999,"Dr. Jackson was quick in diagnosing my condition. (I had previously been to three Manhattan doctors who treated me incorrectly). He is polite, personable, and most importantly, knowledgable and professional. My only complaint is that I waited for over 45 minutes, but it was well worth it when I finally had a correct diagnosis. I highly recommend him. His staff was also polite.",POS
